R(Bohr),-1,-2,-3,-4,-5,-6,-7,-8
5,-0.278382,-0.237045,-0.221196,-0.198673,-0.193945,-0.185431,-0.181968,-0.176093
5.2,-0.287247,-0.245895,-0.232512,-0.209141,-0.20411,-0.195675,-0.192262,-0.186505
5.4,-0.294445,-0.253056,-0.241819,-0.217709,-0.212407,-0.204069,-0.200712,-0.195046
5.6,-0.30041,-0.258984,-0.249474,-0.224793,-0.21927,-0.211018,-0.20773,-0.202122
5.8,-0.305424,-0.263992,-0.255738,-0.230687,-0.224994,-0.216812,-0.213596,-0.208022
6,-0.309683,-0.268291,-0.260814,-0.23561,-0.229783,-0.221659,-0.218514,-0.212954
6.2,-0.313319,-0.272014,-0.264884,-0.239723,-0.233787,-0.225713,-0.222632,-0.217077
6.4,-0.316433,-0.275231,-0.268116,-0.243152,-0.237122,-0.229093,-0.226064,-0.220511
6.6,-0.319104,-0.277988,-0.270664,-0.245996,-0.239881,-0.231896,-0.228903,-0.223356
6.8,-0.321391,-0.280318,-0.272654,-0.248337,-0.242141,-0.234198,-0.231226,-0.225693
7,-0.323345,-0.282256,-0.274186,-0.250243,-0.243967,-0.236065,-0.2331,-0.227596
7.2,-0.325011,-0.28384,-0.27534,-0.251772,-0.245418,-0.237552,-0.23458,-0.22913
7.4,-0.326425,-0.28511,-0.276177,-0.252976,-0.246542,-0.238707,-0.23572,-0.230367
7.6,-0.327623,-0.286107,-0.276751,-0.2539,-0.247387,-0.239576,-0.236569,-0.231401
7.8,-0.328631,-0.286864,-0.277103,-0.254581,-0.247991,-0.240193,-0.237171,-0.232401
8,-0.329477,-0.287417,-0.27727,-0.255055,-0.248388,-0.240594,-0.237578,-0.233616
8.2,-0.330182,-0.287795,-0.277286,-0.255351,-0.24861,-0.240808,-0.237871,-0.235018
8.4,-0.330767,-0.288026,-0.277178,-0.255498,-0.248684,-0.240865,-0.238255,-0.236223
8.6,-0.331249,-0.288135,-0.27697,-0.255519,-0.248634,-0.240789,-0.239114,-0.236759
8.8,-0.331643,-0.288141,-0.276683,-0.255434,-0.248479,-0.240613,-0.240313,-0.236733
9,-0.331962,-0.288063,-0.276335,-0.255262,-0.248237,-0.241588,-0.240312,-0.236463
9.2,-0.332219,-0.287919,-0.275944,-0.255021,-0.247925,-0.242791,-0.23996,-0.236065
9.4,-0.332422,-0.287722,-0.27552,-0.254725,-0.247556,-0.243916,-0.239547,-0.235583
9.6,-0.332582,-0.287485,-0.275077,-0.254388,-0.247146,-0.244953,-0.239092,-0.235043
9.8,-0.332702,-0.287215,-0.274622,-0.25402,-0.246738,-0.245866,-0.238605,-0.234459
10,-0.332792,-0.286925,-0.274165,-0.253634,-0.246928,-0.246073,-0.238099,-0.233849
10.2,-0.332856,-0.28662,-0.273711,-0.25324,-0.247689,-0.24561,-0.237584,-0.233223
10.4,-0.332898,-0.286307,-0.273264,-0.252846,-0.248419,-0.245086,-0.237067,-0.232592
10.6,-0.332923,-0.28599,-0.272828,-0.252461,-0.249085,-0.24454,-0.236556,-0.231965
10.8,-0.332934,-0.285675,-0.272407,-0.252097,-0.249685,-0.243982,-0.236059,-0.231353
11,-0.332933,-0.285364,-0.272001,-0.251772,-0.250203,-0.243416,-0.235577,-0.230763
11.4,-0.332906,-0.284765,-0.271243,-0.251592,-0.250675,-0.242276,-0.234682,-0.229676
11.6,-0.332883,-0.284481,-0.270891,-0.251873,-0.250506,-0.241709,-0.234273,-0.229191
11.8,-0.332856,-0.284208,-0.270558,-0.252201,-0.250272,-0.241146,-0.233893,-0.228749
12,-0.332827,-0.283948,-0.270243,-0.252515,-0.250038,-0.24059,-0.233542,-0.228354
12.2,-0.332794,-0.283699,-0.269945,-0.252804,-0.249817,-0.240044,-0.233221,-0.228003
12.4,-0.33276,-0.283463,-0.269665,-0.253064,-0.249616,-0.239509,-0.23293,-0.227698
12.6,-0.332725,-0.283238,-0.269401,-0.253297,-0.249434,-0.238986,-0.232669,-0.227434
12.8,-0.332691,-0.283027,-0.269154,-0.253505,-0.249273,-0.238478,-0.232439,-0.227212
13,-0.332656,-0.282827,-0.268922,-0.253688,-0.24913,-0.237986,-0.232238,-0.227023
13.2,-0.332621,-0.282638,-0.268704,-0.253848,-0.249004,-0.237509,-0.232064,-0.226864
13.4,-0.332588,-0.28246,-0.268501,-0.25399,-0.248895,-0.237051,-0.231919,-0.226732
13.6,-0.332555,-0.282292,-0.268312,-0.254114,-0.248801,-0.23661,-0.231801,-0.226619
13.8,-0.332523,-0.282133,-0.268134,-0.254221,-0.248719,-0.236187,-0.231707,-0.226522
14,-0.332493,-0.281983,-0.267969,-0.254314,-0.248649,-0.235783,-0.231638,-0.226434
14.2,-0.332463,-0.281842,-0.267815,-0.254393,-0.24859,-0.235397,-0.231591,-0.226354
14.4,-0.332435,-0.281709,-0.267672,-0.254462,-0.248539,-0.23503,-0.231564,-0.226276
14.6,-0.332409,-0.281583,-0.267539,-0.25452,-0.248496,-0.234681,-0.231556,-0.226198
14.8,-0.332384,-0.281464,-0.267415,-0.254569,-0.248459,-0.23435,-0.231564,-0.226118
15,-0.33236,-0.281352,-0.2673,-0.25461,-0.248429,-0.234037,-0.231587,-0.226033
15.2,-0.332337,-0.281245,-0.267193,-0.254645,-0.248402,-0.23374,-0.231621,-0.225944
15.4,-0.332315,-0.281143,-0.267093,-0.254673,-0.248379,-0.23346,-0.231664,-0.225847
15.6,-0.332295,-0.281048,-0.267,-0.254696,-0.24836,-0.233197,-0.231715,-0.225744
15.8,-0.332275,-0.280956,-0.266914,-0.254714,-0.248342,-0.232948,-0.231771,-0.225634
16,-0.332258,-0.280871,-0.266834,-0.25473,-0.248327,-0.232716,-0.231831,-0.225517
16.2,-0.33224,-0.280788,-0.266759,-0.254741,-0.248313,-0.232498,-0.231892,-0.225393
16.4,-0.332225,-0.280711,-0.26669,-0.25475,-0.2483,-0.232298,-0.231952,-0.225263
16.6,-0.332209,-0.280637,-0.266625,-0.254756,-0.248287,-0.232137,-0.231984,-0.225125
16.8,-0.332195,-0.280567,-0.266565,-0.25476,-0.248275,-0.232121,-0.231883,-0.224982
17,-0.332182,-0.280501,-0.26651,-0.254763,-0.248264,-0.232173,-0.231725,-0.224833
17.2,-0.33217,-0.280438,-0.266458,-0.254764,-0.248252,-0.232231,-0.231569,-0.224678
17.4,-0.332158,-0.280377,-0.266409,-0.254763,-0.248239,-0.232289,-0.231421,-0.224518
17.6,-0.332147,-0.280321,-0.266364,-0.254763,-0.248228,-0.232345,-0.231283,-0.224354
17.8,-0.332137,-0.280267,-0.266322,-0.254761,-0.248215,-0.232397,-0.231152,-0.224185
18,-0.332127,-0.280216,-0.266283,-0.254759,-0.248201,-0.232447,-0.23103,-0.224012
18.2,-0.332118,-0.280167,-0.266246,-0.254756,-0.248188,-0.232493,-0.230915,-0.223835
18.4,-0.332109,-0.280121,-0.266212,-0.254753,-0.248174,-0.232536,-0.230807,-0.223656
18.6,-0.332102,-0.280078,-0.266181,-0.25475,-0.24816,-0.232577,-0.230707,-0.223476
18.8,-0.332094,-0.280037,-0.266151,-0.254746,-0.248145,-0.232613,-0.230612,-0.223293
19,-0.332087,-0.279998,-0.266123,-0.254742,-0.24813,-0.232645,-0.230523,-0.223109
19.2,-0.33208,-0.279961,-0.266097,-0.254739,-0.248114,-0.232675,-0.230439,-0.222925
19.4,-0.332074,-0.279926,-0.266073,-0.254735,-0.248098,-0.232701,-0.230359,-0.222742
19.6,-0.332068,-0.279893,-0.26605,-0.254731,-0.248082,-0.232725,-0.230285,-0.222561
19.8,-0.332062,-0.279862,-0.266029,-0.254727,-0.248066,-0.232745,-0.230214,-0.222384
20,-0.332057,-0.279833,-0.266009,-0.254723,-0.248049,-0.232762,-0.230148,-0.222211
20.5,-0.332046,-0.279768,-0.265966,-0.254715,-0.248009,-0.232795,-0.229996,-0.221815
21,-0.332036,-0.279712,-0.265929,-0.254707,-0.247968,-0.232813,-0.229862,-0.221494
21.5,-0.332027,-0.279664,-0.265898,-0.2547,-0.247928,-0.232817,-0.229741,-0.221274
22,-0.33202,-0.279623,-0.265871,-0.254694,-0.247889,-0.232811,-0.229632,-0.221147
22.5,-0.332013,-0.279589,-0.265849,-0.254688,-0.247853,-0.232795,-0.229531,-0.22108
23,-0.332007,-0.279559,-0.26583,-0.254684,-0.247818,-0.232772,-0.229438,-0.221049
24,-0.331998,-0.279513,-0.2658,-0.254676,-0.247757,-0.232708,-0.229266,-0.221039
24.5,-0.331995,-0.279496,-0.26579,-0.254674,-0.247731,-0.232672,-0.229187,-0.221048
25,-0.331991,-0.27948,-0.26578,-0.254671,-0.247707,-0.232631,-0.229111,-0.22106
25.5,-0.331988,-0.279466,-0.265772,-0.254669,-0.247685,-0.23259,-0.229037,-0.221075
26.5,-0.331983,-0.279443,-0.265758,-0.254665,-0.247647,-0.232506,-0.228897,-0.221105
27,-0.331981,-0.279434,-0.265753,-0.254663,-0.247631,-0.232464,-0.228831,-0.22112
27.5,-0.331979,-0.279425,-0.265748,-0.254662,-0.247617,-0.232424,-0.228769,-0.221134
28,-0.331977,-0.279417,-0.265744,-0.254661,-0.247605,-0.232385,-0.228709,-0.221146
28.5,-0.331975,-0.279411,-0.265741,-0.25466,-0.247593,-0.232349,-0.228653,-0.221156
29,-0.331974,-0.279405,-0.265738,-0.254659,-0.247584,-0.232314,-0.2286,-0.221164
29.5,-0.331973,-0.279399,-0.265735,-0.254658,-0.247575,-0.232281,-0.228551,-0.22117
30,-0.331971,-0.279395,-0.265733,-0.254657,-0.247567,-0.23225,-0.228506,-0.221175
31,-0.331969,-0.279386,-0.265729,-0.254656,-0.247554,-0.232195,-0.228427,-0.221178
32,-0.331968,-0.27938,-0.265726,-0.254655,-0.247544,-0.232147,-0.228362,-0.221174
33,-0.331966,-0.279374,-0.265724,-0.254654,-0.247535,-0.232108,-0.22831,-0.221165
34,-0.331965,-0.279369,-0.265722,-0.254653,-0.247529,-0.232075,-0.22827,-0.221153
35,-0.331964,-0.279365,-0.265721,-0.254652,-0.247524,-0.232047,-0.228238,-0.221138
36,-0.331963,-0.279362,-0.265719,-0.254652,-0.24752,-0.232025,-0.228214,-0.221123
37,-0.331962,-0.279359,-0.265718,-0.254651,-0.247516,-0.232007,-0.228195,-0.221108
38,-0.331962,-0.279357,-0.265718,-0.254651,-0.247513,-0.231992,-0.228181,-0.221093
39,-0.331961,-0.279355,-0.265717,-0.25465,-0.247511,-0.23198,-0.22817,-0.22108
40,-0.331961,-0.279353,-0.265716,-0.25465,-0.247509,-0.23197,-0.228161,-0.221067
41,-0.33196,-0.279352,-0.265716,-0.25465,-0.247508,-0.231963,-0.228154,-0.221057
42,-0.33196,-0.27935,-0.265715,-0.254649,-0.247506,-0.231957,-0.228148,-0.221047
43,-0.33196,-0.279349,-0.265715,-0.254649,-0.247505,-0.231952,-0.228142,-0.221039
44,-0.331959,-0.279348,-0.265715,-0.254649,-0.247504,-0.231948,-0.228137,-0.221033
45,-0.331959,-0.279348,-0.265714,-0.254649,-0.247503,-0.231944,-0.228132,-0.221027
46,-0.331959,-0.279347,-0.265714,-0.254649,-0.247503,-0.231942,-0.228127,-0.221022
47,-0.331958,-0.279347,-0.265714,-0.254648,-0.247502,-0.23194,-0.228122,-0.221018
48,-0.331958,-0.279346,-0.265714,-0.254648,-0.247501,-0.231938,-0.228117,-0.221014
49,-0.331958,-0.279346,-0.265714,-0.254648,-0.247501,-0.231936,-0.228112,-0.221011
50,-0.331958,-0.279345,-0.265714,-0.254648,-0.2475,-0.231935,-0.228107,-0.221009
51,-0.331958,-0.279345,-0.265713,-0.254648,-0.2475,-0.231934,-0.228103,-0.221006
52,-0.331958,-0.279345,-0.265713,-0.254648,-0.2475,-0.231933,-0.228098,-0.221004
53,-0.331957,-0.279345,-0.265713,-0.254648,-0.247499,-0.231932,-0.228094,-0.221002
54,-0.331957,-0.279344,-0.265713,-0.254648,-0.247499,-0.231931,-0.22809,-0.221001
55,-0.331957,-0.279344,-0.265713,-0.254648,-0.247499,-0.23193,-0.228087,-0.221
56,-0.331957,-0.279344,-0.265713,-0.254648,-0.247499,-0.23193,-0.228083,-0.220998
57,-0.331957,-0.279344,-0.265713,-0.254647,-0.247499,-0.231929,-0.228081,-0.220997
58,-0.331957,-0.279344,-0.265713,-0.254647,-0.247498,-0.231929,-0.228078,-0.220996
59,-0.331957,-0.279344,-0.265713,-0.254647,-0.247498,-0.231928,-0.228076,-0.220995
60,-0.331957,-0.279344,-0.265713,-0.254647,-0.247498,-0.231928,-0.228074,-0.220994
